Condition,Independent_Variable,Dependent.variable,Participant ID
peptides,49.89206279,92.6261204,903
peptides,29.06219623,70.91918869,815
peptides,27.91084389,78.56535317,946
peptides,42.97502849,55.61393818,741
peptides,18.12348221,78.04578906,966
peptides,33.92643939,68.9441816,49
peptides,21.99383075,58.35427463,164
peptides,23.28307483,48.87452983,371
peptides,25.60228333,48.74322403,569
peptides,33.50293796,43.11780418,135
peptides,24.95778023,54.37866756,74
peptides,38.97455002,33.78629903,689
peptides,48.06214318,60.43425167,646
peptides,44.55292311,53.28483667,143
peptides,46.48386031,52.92135333,958
peptides,50.1658916,66.86102543,538
peptides,46.26078623,63.98900785,878
peptides,57.81033274,57.9848869,241
peptides,52.8684938,44.37601636,240
peptides,63.71429358,65.57431013,862
peptides,70.87847666,67.12414186,569
peptides,73.49288321,66.45531621,537
peptides,72.81824976,66.72776077,707
peptides,58.38046814,55.35905755,731
peptides,44.3701562,52.8793708,902
peptides,54.05472525,48.24114157,530
peptides,47.70360761,57.37313318,894
peptides,55.12812671,48.33144538,222
peptides,63.01568751,44.8244786,268
peptides,42.3619318,37.86711572,165
peptides,48.39483338,28.89328726,344
peptides,26.15662133,39.84408598,845
peptides,37.43663949,41.03503673,809
peptides,44.55632801,33.0967257,827
peptides,16.46694729,42.55453915,530
peptides,39.10391734,31.56567773,525
peptides,41.0198652,30.24206204,757
peptides,49.05489527,47.35722667,786
peptides,43.22123889,31.06102475,305
peptides,37.67776522,28.90824999,629
peptides,27.34868646,22.73126687,567
peptides,24.1865993,22.48009174,439
peptides,46.30373609,29.90413291,310
peptides,43.3694471,27.36943062,196
peptides,39.93766454,30.82117614,433
peptides,46.62168902,27.16928321,321
peptides,38.19458208,30.73977916,730
peptides,57.88563269,39.93436636,467
peptides,59.37592713,38.69771546,760
peptides,64.48522334,50.09782692,889
peptides,62.25180004,46.89752603,486
peptides,45.96386866,47.61717241,686
peptides,53.7190421,41.66790807,286
peptides,60.81640667,45.84224438,127
peptides,80.45153659,54.6537416,790
peptides,80.83163145,67.53105231,246
peptides,79.37227891,61.42004587,658
peptides,78.91844008,49.63141114,21
peptides,73.18936042,68.69354317,59
peptides,49.71281635,84.8677749,86
peptides,51.81643517,86.75939014,181
peptides,52.20640585,81.923541,615
peptides,54.48608005,87.39533036,751
peptides,62.03988074,76.48806075,403
peptides,58.14606634,101.1300409,688
peptides,49.65130099,85.42596013,999
peptides,43.03832646,84.31655572,896
peptides,49.20386117,77.92928094,714
peptides,49.04543396,75.66996077,879
peptides,56.49466952,81.96788007,808
peptides,42.58409052,58.26802894,742
peptides,33.6503716,73.00501023,939
peptides,43.59742568,75.75792869,4
peptides,58.01374216,93.5029047,716
peptides,57.44319119,95.15185013,479
peptides,62.40135338,86.11560536,321
peptides,60.85367728,91.74569935,774
peptides,58.08048816,92.29990264,107
peptides,69.54362189,84.20146707,16
peptides,70.99309676,89.12166109,724
peptides,82.0531732,76.97516318,117
peptides,81.19164989,72.21111941,716
peptides,76.98332722,67.36017668,400
peptides,81.4667473,75.67290797,793
peptides,86.54920836,66.40018841,378
peptides,82.29595053,52.72823206,178
peptides,84.13361305,58.60250541,256
peptides,89.71163772,47.63674679,25
peptides,94.83870312,51.78140385,534
peptides,95.62918883,40.84874313,1
peptides,96.44494765,42.60033144,623
peptides,95.75744282,28.45924009,738
peptides,95.07194127,38.92829705,768
peptides,64.78085083,42.14010145,434
peptides,62.32629672,43.12803521,105
peptides,68.17100442,33.41824903,334
peptides,64.04620589,36.32235921,550
peptides,68.64140038,33.13954196,897
peptides,69.43706266,35.01221645,732
peptides,78.98027431,25.24271508,488
peptides,78.93950774,26.00273446,970
peptides,65.1265338,38.57212838,660
peptides,79.65708463,33.80108579,405
peptides,65.73245096,13.26076645,654
peptides,52.73518131,18.35723777,794
peptides,61.54630299,10.49684359,526
peptides,48.84554342,20.30714805,999
peptides,50.1735627,12.63536331,651
peptides,61.15562263,15.81790063,816
peptides,62.94390038,18.87073859,618
peptides,43.70566282,-0.376324115,621
peptides,57.50973694,17.57977855,585
peptides,51.69672846,18.76562973,144
peptides,61.38668922,7.535469021,236
peptides,53.11448442,27.19145968,405
peptides,52.75853546,19.2852856,983
peptides,64.08574616,13.0114751,258
peptides,53.35013101,1.797453594,277
peptides,51.11221643,1.396275026,360
peptides,55.62107481,3.679403206,44
peptides,57.38513416,23.04763873,972
peptides,67.29948512,13.79199288,425
peptides,55.29163305,16.3408311,924
peptides,69.09521882,7.403692774,237
peptides,56.92891945,9.273686805,943
peptides,73.37805936,-4.836238297,559
peptides,87.08425116,14.82366512,269
peptides,83.7280332,14.67439752,440
peptides,64.00909368,3.305863859,977
peptides,65.66241532,6.424589054,490
peptides,67.51933115,4.699758891,280
peptides,41.59089898,36.88985347,768
peptides,39.25630223,39.72605743,706
peptides,97.07599048,38.91668255,248
peptides,55.60474933,99.72254351,920
peptides,64.38182333,104.1873416,80
peptides,37.42655272,89.37449736,645
b_complex,75.3957815,98.33353734,190
b_complex,66.48730979,93.90799495,402
b_complex,38.39154848,99.35371557,394
b_complex,38.63122375,98.78897051,38
b_complex,37.28840284,93.15605619,291
b_complex,35.00141229,85.10607768,666
b_complex,33.14972818,82.04436706,9
b_complex,40.05841259,78.64390476,908
b_complex,26.87540731,82.66572264,436
b_complex,27.090771,64.70522538,334
b_complex,23.54590294,66.64996249,280
b_complex,30.19653382,66.56189913,310
b_complex,31.59528138,64.40255601,794
b_complex,31.40118436,54.69430975,167
b_complex,28.22772709,49.64107246,169
b_complex,36.62541832,59.34515371,908
b_complex,39.43856321,52.08066423,323
b_complex,38.67087412,57.96670601,26
b_complex,38.29589067,46.8799528,185
b_complex,37.18617757,63.00892666,710
b_complex,31.36553064,53.09269897,55
b_complex,66.33563645,47.53198521,569
b_complex,64.02512901,73.06690351,815
b_complex,75.23551291,61.43034334,508
b_complex,67.75249718,56.79162839,749
b_complex,72.67446846,59.15576569,894
b_complex,58.72747942,61.3171681,1
b_complex,63.70962368,60.70800666,710
b_complex,70.65827572,47.5841007,428
b_complex,63.74010826,52.70683295,964
b_complex,68.70493789,49.21339635,520
b_complex,34.5800423,36.39315442,101
b_complex,38.94492868,54.51225046,704
b_complex,77.83135373,49.34105695,293
b_complex,37.1690472,42.20489327,104
b_complex,31.97675696,31.68890275,830
b_complex,40.69452774,31.69001243,311
b_complex,34.85721501,32.28891664,224
b_complex,28.98161848,35.56715018,848
b_complex,30.72632225,35.03544224,493
b_complex,37.66454359,47.973241,406
b_complex,37.34997814,42.58286522,869
b_complex,35.39349034,47.38800469,917
b_complex,36.70923731,39.49683213,715
b_complex,25.58314771,39.29109347,409
b_complex,28.14209693,38.04682601,350
b_complex,29.09443018,28.56467527,879
b_complex,37.71944593,20.05217966,975
b_complex,32.43017883,28.41816883,511
b_complex,29.87256715,28.90897552,105
b_complex,35.80119442,26.95630251,99
b_complex,67.42484558,30.86179077,760
b_complex,75.30480401,45.5894262,507
b_complex,67.52173611,38.22242986,770
b_complex,68.76145878,50.0708207,593
b_complex,66.66262415,36.4441945,36
b_complex,68.03316484,39.2399481,371
b_complex,60.65538309,44.00400033,726
b_complex,62.2696148,57.75784522,12
b_complex,68.10291305,58.30017436,581
b_complex,70.35692328,51.68644811,255
b_complex,73.46707661,59.25728421,580
b_complex,66.64418893,67.39559639,611
b_complex,68.9188715,72.78773926,960
b_complex,50.20380809,81.38798233,505
b_complex,39.55704118,90.8111652,461
b_complex,44.18763137,91.28903874,320
b_complex,72.61187739,92.93559014,842
b_complex,61.99435812,93.5429596,87
b_complex,65.37798126,87.26146822,615
b_complex,68.92191753,73.94717989,879
b_complex,61.49502922,74.70344373,103
b_complex,61.33076452,78.37786773,127
b_complex,41.49097089,75.4746614,759
b_complex,33.19642438,79.32676362,282
b_complex,35.09378605,62.17885962,718
b_complex,33.93157088,66.62902286,282
b_complex,38.92731495,62.06672825,234
b_complex,73.53675988,95.51037574,931
b_complex,65.25808033,94.80079977,837
b_complex,69.26707427,100.3732909,333
b_complex,75.86251253,96.83087908,745
b_complex,70.00475573,94.66255062,483
b_complex,65.77095434,94.24090511,260
b_complex,67.98117197,84.80879596,49
b_complex,79.25631652,76.75511541,686
b_complex,73.03189638,77.76682088,827
b_complex,79.16171139,78.12645182,128
b_complex,85.23067187,75.88475451,419
b_complex,74.9449003,61.66979626,441
b_complex,85.80436396,59.30904581,341
b_complex,69.4747045,48.22056946,822
b_complex,77.27868536,52.44200928,593
b_complex,69.509803,49.70999458,906
b_complex,76.4852486,33.08705368,584
b_complex,82.2452069,41.30769577,294
b_complex,73.14492404,35.65596449,43
b_complex,79.9199858,40.21828619,355
b_complex,64.13729156,39.4800423,876
b_complex,70.35755737,44.36412683,194
b_complex,57.35633749,34.97229409,966
b_complex,66.09360016,22.5626957,871
b_complex,65.92176681,26.97830753,656
b_complex,66.02505328,31.74379274,324
b_complex,72.13107657,18.09012399,486
b_complex,79.34124986,28.35351024,776
b_complex,68.55394143,19.46849018,2
b_complex,57.10760717,16.79343214,128
b_complex,71.43343306,29.53154282,918
b_complex,74.49747189,22.14606471,962
b_complex,67.12354747,20.82158947,110
b_complex,67.70246451,22.87192297,253
b_complex,65.48455164,28.85649027,898
b_complex,34.2713238,17.39098227,18
b_complex,38.25093811,17.14580301,881
b_complex,41.41048274,17.03069489,776
b_complex,35.19117986,22.80073653,267
b_complex,66.16046078,23.09240363,452
b_complex,66.65184456,16.36264726,423
b_complex,66.8417388,28.45001433,765
b_complex,66.27929594,17.51758276,212
b_complex,31.14180296,14.63689509,769
b_complex,35.63140185,15.30806116,305
b_complex,43.08972575,5.440971895,31
b_complex,73.76387153,10.14228292,158
b_complex,71.77339695,12.17075342,483
b_complex,68.65306627,19.99047942,350
b_complex,77.39880102,15.37419754,967
b_complex,68.27216684,7.605283054,412
b_complex,60.41988962,20.69799172,538
b_complex,67.22859658,17.47003804,855
b_complex,71.23567106,4.61004352,383
b_complex,62.77507078,19.33952741,480
b_complex,72.12366647,14.99046297,374
b_complex,71.15847393,12.6970546,58
b_complex,68.72829152,1.37797879,832
b_complex,29.21198479,21.20401607,942
b_complex,35.1639162,30.68912972,543
b_complex,75.88644981,35.00401326,88
b_complex,36.92248988,89.03159102,83
b_complex,44.11936041,99.05267241,555
b_complex,40.1982788,78.60428286,163
control,56.9038482,102.0588435,647
control,49.39112777,96.09882059,228
control,45.75135675,91.66112046,881
control,45.22313431,90.87057007,988
control,40.25017666,91.4178035,88
control,40.05934319,84.92399775,325
control,37.43904386,79.2567835,917
control,33.08536437,79.28115748,507
control,31.64428095,75.44018629,770
control,24.96274335,71.24437713,243
control,25.83737721,67.98649242,445
control,23.81855174,63.20375613,307
control,22.257869,58.63493776,138
control,27.76956077,53.0748494,838
control,25.02958696,51.79994378,42
control,31.76654401,56.77378737,413
control,35.29262947,52.71472414,656
control,38.97753882,51.09236773,257
control,39.93131387,53.48934472,351
control,44.46914827,54.62265217,349
control,47.19102639,53.83891127,273
control,46.69330515,54.95539777,268
control,54.15863756,59.27274372,838
control,58.52985829,55.4919918,19
control,56.6805115,57.51222789,495
control,59.71417109,64.08492161,345
control,60.74173645,67.75038854,343
control,62.15448535,73.58954221,142
control,55.98675195,56.88597448,114
control,57.0291888,52.5946986,333
control,55.0435343,46.96833154,176
control,46.67957272,35.68910112,603
control,49.96437491,43.88187159,787
control,51.35699969,46.65754444,526
control,45.29098439,36.37681437,7
control,42.07755955,34.43470772,286
control,41.49829493,31.48610798,13
control,33.28123799,32.22897406,78
control,33.18027637,32.13002286,262
control,30.08030885,38.05203332,765
control,34.61298851,42.53359045,194
control,36.73417379,44.73111595,197
control,40.03606271,51.98134584,406
control,31.2564433,37.49016933,372
control,29.1397341,35.43055987,419
control,29.04008007,28.76277318,494
control,34.34184236,25.83384974,234
control,37.67779455,24.14592898,88
control,42.05793271,27.69588653,259
control,44.34409341,26.08757868,7
control,46.53846659,28.64914445,442
control,52.52485614,35.73956701,106
control,51.71526965,38.07726906,641
control,55.28380506,38.0705867,930
control,56.6933352,40.97291414,586
control,59.80379505,40.33617828,626
control,60.01617087,46.32790965,36
control,63.01921649,46.60257748,630
control,65.02490635,45.19761129,507
control,70.65334183,51.86672786,550
control,69.30438494,56.2226749,398
control,75.21207553,58.3217842,960
control,72.61640944,65.27174728,703
control,71.12995806,71.14006989,870
control,47.4404867,80.19294028,100
control,47.54879878,86.38749668,36
control,52.42269123,90.64916399,110
control,53.62291125,85.12752873,298
control,58.03072411,90.6097269,901
control,56.2211999,87.00328076,793
control,56.60412656,84.65763449,653
control,54.09850343,82.59246174,167
control,52.97382815,77.03153012,236
control,50.15629886,80.70799872,563
control,46.18474848,77.05075184,813
control,32.65530545,63.13211744,48
control,31.88203072,61.79752971,814
control,29.2854088,60.73455552,983
control,57.12220955,99.80937126,903
control,64.6235605,96.90120956,324
control,64.95167608,97.28056675,960
control,71.80512356,92.26732432,962
control,73.21686879,91.42198562,928
control,74.35364224,90.31040701,68
control,72.75594461,88.24385622,387
control,78.51474167,80.06923197,561
control,74.8370334,77.41401642,387
control,79.27961557,75.12274432,338
control,83.23527563,69.1916935,803
control,84.01953179,58.8444,555
control,84.17311784,57.27202377,490
control,83.70441335,53.89503361,333
control,87.27039378,50.39782891,810
control,87.92174626,46.06886777,877
control,91.21173168,43.42206259,114
control,92.35648328,38.17122769,692
control,94.5287787,39.7621609,762
control,99.69644056,32.92859857,866
control,57.56864452,39.08816394,961
control,59.91405499,39.56014556,472
control,61.57157574,35.88920007,788
control,65.42932235,28.14226385,275
control,65.18774976,25.19873767,807
control,63.08266239,27.46281832,704
control,75.74950105,23.97418769,765
control,70.4528865,24.93488312,320
control,67.18278829,21.12258251,716
control,67.18013156,20.96804425,893
control,62.82549408,22.80098051,544
control,63.22328596,19.93095293,524
control,57.32664964,18.73072119,533
control,56.30130619,18.44577853,830
control,51.43526718,19.03074422,45
control,52.22862087,16.15383176,513
control,47.96942898,18.44557759,566
control,45.26390102,15.75998802,22
control,48.1879961,19.81996016,953
control,52.97147561,15.64848071,495
control,52.58684363,16.71689166,386
control,59.18113049,14.39431119,27
control,54.84765384,16.27660152,627
control,49.87551188,13.49396407,703
control,49.27782695,12.61755733,454
control,44.21462786,8.752370883,373
control,51.33194603,11.91756513,364
control,54.03225514,14.9280537,749
control,55.70105401,12.69427937,958
control,62.42185128,10.26573563,980
control,64.91143741,9.68123006,537
control,69.65779048,13.20203799,322
control,71.003626,8.941300344,218
control,77.29864707,11.52136049,334
control,78.19827376,13.20727176,227
control,69.62900369,5.751801414,409
control,72.20123229,6.264198867,444
control,69.01590041,4.222462191,819
control,40.85190434,28.3988915,833
control,40.67682758,31.38298097,653
control,90.7925927,41.84011035,529
control,52.61137754,94.82693574,58
control,47.07646842,97.25354152,161
control,45.69787157,94.31538955,807
