id,gender,age,educational_achievement,working_memory,cognitive_control
5491,female,31,5.780668414,0.711984055,0.451959749
3678,female,26,10,3.13351575,2.725321184
2623,other,23,5.253854357,-0.10886494,0.379459329
6052,female,31,5.382046255,-0.387540119,0.383788426
2608,female,23,6.50800661,0.594885881,0.424696611
6474,male,47,3.822409484,-0.538113483,-0.707459867
5925,male,25,3.834982978,-1.552257592,0.123011483
5525,female,38,4.584670176,-1.045581977,0.430142899
1639,male,34,5.642962191,0.495003174,-0.263047541
1972,female,30,6.319025208,0.616053428,0.406391338
6162,female,31,5.259923219,0.52631364,-1.14025008
3660,male,50,3.640137993,-0.186946875,-1.7924705
2370,male,37,6.135742061,0.607135379,0.784682924
6500,female,34,2.799831704,-1.04150275,-1.955353998
4162,female,49,6.646959484,1.135902263,0.430558342
8382,female,25,2.843696971,-1.565197806,-0.516707835
5931,other,23,5.22464584,0.722083222,0.087832012
2886,male,49,5.355597937,-0.602973427,0.666788176
6969,other,36,5.850247515,0.319709405,0.092373672
7327,male,19,7.575094412,1.66424172,1.507959237
6361,female,22,5.180356841,1.12961162,-0.351482341
9198,male,46,5.786898566,-0.527920732,-0.014661169
8758,female,20,7.060698161,0.360232576,1.288897244
3488,female,43,6.653187979,0.489443798,0.754974747
4855,male,51,2.112711021,-2.009492105,-2.157992668
7491,female,18,4.369807996,-0.604513819,-0.834677735
6652,female,53,4.815853017,-1.055134327,-0.607367609
9047,female,40,7.040606999,0.925156504,0.786765588
7187,other,28,6.063271725,0.416141235,1.479380417
2952,female,45,5.892664652,-0.302311434,1.067353398
8051,female,26,8.225427457,1.982323784,0.601566959
7363,male,44,2.181197183,-1.900487209,-1.659207731
5898,male,46,4.309690765,0.283481195,-1.22586762
9754,female,46,6.772817371,1.207849841,0.61592008
3830,male,32,3.774556964,0.119810709,-0.548166085
5121,female,48,2.546522663,-0.728562211,-2.136211508
3019,male,35,4.002986105,-1.460242834,-0.647795906
3948,male,24,6.820852492,0.280375471,1.41440607
5741,female,35,6.074671058,0.033669593,-0.626416779
8840,male,20,7.181083408,1.038702411,1.397725214
7777,male,35,6.620508864,1.327428165,0.366859233
9559,male,26,7.085904377,0.983192402,1.254215369
5149,male,40,4.201636103,-1.169547295,-0.454351291
4435,female,32,6.55201661,1.247716346,0.742366605
3521,male,20,4.132261679,-0.9390511,-0.025465581
6794,female,36,6.017626265,0.384214818,-0.21318688
5722,female,20,7.585536796,1.267097135,1.570549072
2332,male,42,4.157090308,-0.727277618,-0.709180181
8584,female,21,6.800363531,1.191181062,0.814160271
3750,female,38,5.756569003,0.258680836,-0.179395702
6386,male,43,6.989656906,0.760111485,0.950938684
9285,male,53,5.345471036,0.637150958,-0.257460185
3605,male,32,7.481865264,1.243026947,1.292437259
9504,female,33,4.760710334,-1.209304154,-0.275849564
1949,female,53,2.660010056,-1.806077918,-1.71955575
7755,male,28,6.631741756,0.307268973,1.078913144
2585,female,42,5.092713035,0.598132923,-0.524763362
4164,female,31,5.639484445,-0.865880213,0.303060963
5170,male,38,5.90228261,0.856451791,-0.074076861
3708,female,25,5.110316526,-0.201842346,-0.102402636
6135,male,36,5.613505116,0.385893505,-0.563485907
2702,other,37,3.98875108,-0.462904607,-0.508967998
3775,female,37,2.653717437,-0.932773042,-1.553439207
7053,female,50,2.816248977,-0.63575696,-2.248788454
2276,female,46,5.219912262,0.731155815,-1.550647622
2722,female,44,6.502455066,2.093991349,0.122205786
7020,other,41,3.174782325,-0.315606523,-1.707366064
1710,female,35,6.174979909,-0.47654351,0.349652682
1686,male,38,6.300679057,0.813402311,0.292539499
5385,female,44,3.703330089,-1.622192169,-1.673389518
1421,male,36,5.749823495,-1.404277791,0.686572391
9634,female,19,8.059783454,2.686259261,1.794217684
7041,female,42,4.175271344,-0.678011344,-0.555883637
2855,female,47,5.068280718,0.52189088,-1.72724905
5156,male,51,2.592071141,-1.62295162,-1.420363979
6164,other,24,6.264559491,-0.571330803,1.246856537
2748,other,25,5.221349115,-0.167300313,-5.25E-04
7011,male,38,5.782062555,-1.062546214,1.639393499
4148,other,18,7.178221321,0.641725192,1.609285863
6348,other,47,5.476821559,0.024165489,-0.237225591
5674,male,42,5.263299176,0.170876703,-0.504834329
4549,male,21,6.474278265,-0.987303533,1.457528599
2033,female,44,5.903141049,0.468831625,0.520628813
9682,female,53,3.261716548,-1.718671734,-2.47123933
6274,female,33,7.790292084,1.709464437,0.915264391
6298,female,28,7.349704519,0.403213475,1.519829974
4444,other,31,6.916517755,0.551340419,1.480131912
1880,male,43,6.814916643,0.317712513,0.66612317
1696,female,45,5.257788007,0.533387918,-1.111071124
9370,male,38,4.576664985,-1.401033922,-0.897958981
8022,male,31,7.324861927,1.696116164,0.463028412
5412,female,28,4.748887693,-0.949937903,-0.238610548
9143,female,46,6.474561938,0.489876918,0.113222565
9297,female,32,6.430327176,0.724847444,0.815892886
9455,male,50,4.116116976,-1.435255446,0.249262091
6984,male,33,3.205916956,-1.585306205,-0.785103617
5072,female,51,4.58597613,0.69347409,-0.747912323
4679,female,28,7.8471275,0.68426048,2.596341072
5799,female,38,6.161998308,0.693702016,0.767019495
5885,male,46,4.032336806,-0.836428571,-0.780799884
5156,male,46,3.430075754,-0.403394581,-1.064927665
6255,other,40,4.666172255,-0.581725684,-0.382244956
2474,male,41,5.818426909,0.316802875,-0.074473325
9224,other,22,4.59915381,-0.658945469,0.345171785
9536,female,37,7.788764928,1.287605658,1.00893976
4021,male,30,3.739470646,-1.035543973,-0.630141168
4236,male,35,5.250353232,-0.280007814,-0.343148049
2462,male,20,6.024707495,0.544582797,1.038166485
7884,male,20,4.746038197,-0.433048285,-0.764567887
6524,other,37,4.510010986,-1.441550317,1.223739075
3789,female,47,3.80353482,-0.391634056,-1.446281521
5655,male,34,5.11219621,0.377605555,-0.898073915
6325,female,21,7.495708873,1.561560689,0.314070605
6491,other,21,7.222783937,0.753865772,1.214581518
5820,other,42,5.932044338,1.073019409,0.83178129
7182,male,37,8.884482267,1.697576435,2.502434044
9859,female,41,5.083620863,-1.294252319,0.93218917
5730,male,47,4.801689355,-0.668203402,0.27181081
4848,male,43,4.60949585,-0.095397744,-0.859298574
9858,male,44,8.481782987,2.739868606,-0.171577358
9237,other,25,5.02488547,-0.425098334,-0.833537735
4535,male,52,3.290270968,-1.083715495,-1.016554052
4146,male,52,5.654885976,-0.321562854,0.15761345
5483,male,48,5.148662819,0.506184178,-1.0671838
5359,female,35,5.47707542,-0.543882035,1.231095596
5552,female,53,5.984543352,0.388301333,0.735435007
2200,female,52,5.920820596,0.770584114,-0.652546771
7823,female,33,4.802877705,-0.532579646,0.038612423
5770,male,35,5.544825456,0.346146839,-0.512223702
7743,male,22,5.585111083,0.299629699,1.267761662
3757,female,29,6.000923084,-0.841379185,2.146689012
4946,male,51,4.364963199,-1.124723072,-0.642543689
8324,male,23,7.478651265,0.630803786,1.184541747
1396,other,46,3.956917676,-0.511128276,-1.601248547
7038,other,34,5.695925354,0.345575311,0.962153907
4913,male,20,7.291757015,1.650231485,0.765890868
4038,female,38,7.571509904,0.42091973,2.574538293
7942,female,28,5.322320489,-0.412264287,-0.143556105
7257,female,28,5.542214988,0.702753362,0.120549589
8592,male,30,6.85902926,1.214377138,1.116889983
8780,male,38,7.365307412,1.755303026,0.497973502
9014,male,21,6.002992267,0.561037662,0.341630648
5930,female,43,4.460481372,-1.249243661,-0.588178272
7390,male,19,6.333238697,-0.006535949,0.042946681
8705,male,48,2.882355504,-1.463234548,-1.758935021
7526,male,18,5.731694085,-0.056126665,0.20029294
7346,other,45,2.338205399,-2.33713632,-1.709608325
9565,female,28,6.364048378,-0.306306974,1.074990794
2360,male,20,6.667268239,-0.279736266,2.164377376
8931,male,23,2.674789074,-1.173114956,-1.529711229
7404,other,49,5.700201341,0.717703737,0.025636814
2585,female,34,6.159052566,0.579326482,0.214685443
8369,female,50,4.524799797,-0.540969881,-0.600397217
5357,male,46,5.247210988,-0.062049597,0.525958408
3159,female,51,3.42864332,-2.602677705,-0.186960716
7350,female,35,7.404864086,0.469599969,1.729932584
9402,female,39,4.655204056,-0.096400995,-0.877917822
8361,female,39,3.654592405,-1.263238486,0.173465098
3925,male,39,5.387483427,-0.139945471,0.39885695
8247,female,22,6.393112295,0.915494713,1.244754437
3155,female,37,4.776062446,-0.043123102,-0.170823
1493,other,50,3.477021295,-0.449935138,-1.039691334
6744,male,25,6.092632814,-0.189240401,0.874911847
7175,female,49,5.032132825,-0.135661229,0.274739375
6558,female,53,4.591105754,-0.909609172,-0.499613016
9020,female,41,6.021824013,1.364083523,0.104716861
2174,female,49,5.486291258,0.25508095,-0.210330146
2736,other,49,4.907527748,-0.302045142,0.530150396
4417,female,46,4.09098939,-0.490167547,-1.437915984
3780,male,44,5.420785989,0.080992483,-0.376098053
5425,male,28,9.642748649,1.695629404,2.40539024
4977,male,39,4.798053222,1.163452096,-1.220080474
2918,male,21,7.19519904,1.15451125,0.262854958
5038,female,47,4.774906154,-0.991071249,-0.426404062
2889,male,22,5.316094744,0.374602753,-1.339289811
5040,female,47,1.992242574,-2.417722099,-1.81567202
1796,female,43,5.634730495,0.747939034,0.783646093
3129,female,27,5.520901483,-0.262580358,0.205693994
6863,male,39,4.671384583,0.019234154,-0.958066892
3147,female,39,5.308779019,0.120730785,-0.450940988
5780,male,20,5.009453199,-0.576962726,0.125691467
4717,female,33,4.433582407,-0.435999837,-0.812524268
6507,female,21,4.514592577,-0.260077642,-1.156885066
8075,female,34,5.096355533,-0.237282854,0.697646346
9363,female,26,5.863566676,0.245340029,0.404212683
2123,other,42,5.242095756,-0.024544763,-0.778193637
5381,other,47,3.915746443,-2.356408893,0.075341241
6952,female,44,6.545121962,0.773350684,0.161386113
2356,female,41,6.639687005,0.870443162,1.642722035
6135,female,44,6.618325877,1.757093967,0.022623738
7521,male,52,6.030072744,0.278518986,0.533320797
5154,other,25,5.101253778,-0.598710167,-0.179462376
9170,female,21,4.683438183,-0.558950662,0.976957166
4663,female,35,5.268639524,0.210521925,-0.161300915
4426,female,18,6.315892656,0.805549911,0.428386539
1611,female,22,5.065109103,-0.631984017,0.454613501
3325,female,40,7.94721577,1.562113409,1.214330469
9233,female,52,3.14543686,-1.555007893,-1.168413849
3838,female,50,8.454484241,2.074483994,1.892692946
9095,male,35,6.049625783,0.675364178,1.717605214
8725,female,31,5.859523686,-0.060521441,0.432074919
6733,male,25,6.32629679,0.393529742,0.892047965
9051,female,25,4.355119362,-0.441233718,-0.457512226
7449,male,23,4.899110202,-1.085501281,-0.273456827
4908,male,24,6.736384871,1.18569285,1.668336706
2094,male,43,4.973140686,0.478865139,-0.709944016
3322,female,42,3.825177264,0.487356359,-1.397911728
6638,female,25,6.168947186,1.692382532,-1.071912344
8026,female,36,6.822851439,1.410721733,-0.430102792
5720,female,29,5.078562552,-1.39691546,0.816823411
3530,female,45,5.263841256,0.848828657,-0.815428897
5786,male,31,4.234745747,-1.360298456,-0.172173907
